#Name	Car.Gen.vx_1	DM.Steer.Ang	Time
#Unit	m/s	rad	s
#nStates	0	0	0
	          16.62467	       -0.46854955	            184.58
	         16.654011	       -0.46587032	         184.60001
	         16.683367	       -0.46323252	            184.62
	         16.712738	       -0.46063504	            184.64
	         16.742121	       -0.45807528	            184.66
	         16.771517	       -0.45555085	         184.67999
	         16.800926	       -0.45306191	             184.7
	         16.830345	       -0.45060968	            184.72
	         16.859776	       -0.44819763	         184.74001
	         16.889215	       -0.44582903	         184.75999
	         16.918667	        -0.4435046	            184.78
	         16.948128	       -0.44122237	             184.8
	         16.977596	       -0.43897498	         184.82001
	         17.007074	       -0.43676162	            184.84
	         17.036562	        -0.4345856	            184.86
	         17.066053	       -0.43244967	            184.88
	         17.095549	       -0.43035412	         184.89999
	         17.125046	       -0.42829838	            184.92
	         17.154543	       -0.42628255	            184.94
	         17.184038	       -0.42430702	         184.96001
	         17.213533	       -0.42237154	            184.98
	         17.243025	       -0.42047629	               185
	         17.272516	       -0.41862229	            185.02
	         17.302006	       -0.41680908	         185.03999
	         17.331493	       -0.41503537	            185.06
	         17.360979	       -0.41330129	            185.08
	         17.390463	       -0.41160628	         185.10001
	         17.419945	       -0.40994883	            185.12
	         17.449425	       -0.40832871	            185.14
	         17.478903	       -0.40674815	            185.16
	         17.508377	       -0.40520763	         185.17999
	         17.537851	       -0.40370706	             185.2
	         17.567324	       -0.40224731	            185.22
	         17.596792	       -0.40082812	         185.24001
	         17.626261	       -0.39944598	         185.25999
	         17.655725	       -0.39809951	            185.28
	          17.68519	       -0.39678907	             185.3
	         17.714651	       -0.39551425	         185.32001
	         17.744112	       -0.39427465	            185.34
	         17.773569	       -0.39307231	            185.36
	         17.803026	       -0.39190823	            185.38
	         17.832479	       -0.39078155	         185.39999
	         17.861933	       -0.38969129	            185.42
	         17.891384	       -0.38863677	            185.44
	         17.920834	        -0.3876172	         185.46001
	         17.950281	        -0.3866328	            185.48
	         17.979727	       -0.38568276	             185.5
	         18.009172	        -0.3847653	            185.52
	         18.038614	       -0.38387987	         185.53999
	         18.068056	       -0.38302845	            185.56
	         18.097496	        -0.3822107	            185.58
	         18.126934	        -0.3814269	         185.60001
	          18.15637	       -0.38067687	            185.62
	         18.185806	       -0.37995997	            185.64
	         18.215239	       -0.37927598	            185.66
	         18.244669	       -0.37862521	         185.67999
	         18.274099	       -0.37800631	             185.7
	         18.303526	       -0.37741747	            185.72
	         18.332952	       -0.37685904	         185.74001
	         18.362377	       -0.37633201	         185.75999
	           18.3918	       -0.37583664	            185.78
	         18.421221	       -0.37537375	             185.8
	         18.450638	       -0.37494582	         185.82001
	         18.480053	       -0.37455106	            185.84
	         18.509464	       -0.37418595	            185.86
	         18.538868	       -0.37384954	            185.88
	         18.568266	       -0.37354445	         185.89999
	         18.597656	       -0.37327296	            185.92
	         18.627039	       -0.37303391	            185.94
	         18.656328	       -0.37281874	         185.96001
	          18.68495	       -0.37255576	            185.98
	         18.711584	       -0.37198204	               186
	          18.73427	       -0.37062538	            186.02
	         18.749517	       -0.36795634	         186.03999
	         18.755285	       -0.36367923	            186.06
	         18.757984	       -0.35833475	            186.08
	         18.759436	       -0.35268077	         186.10001
	         18.759912	       -0.34707183	            186.12
	         18.759584	       -0.34168836	            186.14
	         18.758572	       -0.33660167	            186.16
	         18.756962	       -0.33186027	         186.17999
	         18.754633	       -0.32754937	             186.2
	         18.751696	       -0.32373232	            186.22
	         18.748402	       -0.32044742	         186.24001
	         18.744886	       -0.31773433	         186.25999
	         18.741228	       -0.31562316	            186.28
	         18.737486	       -0.31411794	             186.3
	         18.735025	       -0.31315696	         186.32001
	         18.732256	        -0.3128176	            186.34
	         18.726488	       -0.31305608	            186.36
	         18.719307	       -0.31350294	            186.38
	         18.711298	        -0.3139751	         186.39999
	         18.702829	       -0.31440195	            186.42
	         18.694166	       -0.31478682	            186.44
	         18.685743	       -0.31514797	         186.46001
	         18.678413	       -0.31549415	            186.48
	          18.67276	       -0.31588358	             186.5
	         18.668966	       -0.31640691	            186.52
	         18.666956	       -0.31714484	         186.53999
	         18.666561	       -0.31814486	            186.56
	         18.667625	        -0.3194139	            186.58
	         18.670013	       -0.32093576	         186.60001
	         18.673605	       -0.32266644	            186.62
	          18.67831	       -0.32454771	            186.64
	         18.684055	       -0.32652017	            186.66
	         18.690781	       -0.32853174	         186.67999
	         18.698429	       -0.33054331	             186.7
	         18.706953	       -0.33252421	            186.72
	         18.716307	       -0.33444881	         186.74001
	         18.726442	       -0.33629918	         186.75999
	          18.73732	       -0.33807534	            186.78
	         18.748898	       -0.33977133	             186.8
	         18.761139	       -0.34138745	         186.82001
	         18.774006	        -0.3429164	            186.84
	         18.787464	       -0.34435341	            186.86
	         18.801483	       -0.34569871	            186.88
	         18.816029	       -0.34695852	         186.89999
	         18.831076	       -0.34814534	            186.92
	         18.846598	       -0.34928098	            186.94
	         18.862572	       -0.35039234	         186.96001
	         18.878975	       -0.35150537	            186.98
	         18.895788	       -0.35264522	               187
	         18.912991	       -0.35382763	            187.02
	         18.930569	       -0.35506761	         187.03999
	         18.948507	       -0.35637742	            187.06
	         18.966793	       -0.35776252	            187.08
	         18.985413	        -0.3592208	         187.10001
	         19.004356	       -0.36075288	            187.12
	         19.023617	       -0.36236036	            187.14
	         19.043186	       -0.36404639	            187.16
	         19.063055	       -0.36581156	         187.17999
	         19.083216	       -0.36765447	             187.2
	         19.103664	         -0.369564	            187.22
	         19.124392	       -0.37153271	         187.24001
	         19.145388	       -0.37355846	         187.25999
	         19.166647	       -0.37564057	            187.28
	         19.188164	        -0.3777757	             187.3
	         19.209934	        -0.3799758	         187.32001
	         19.231951	        -0.3822476	            187.34
	         19.254208	        -0.3845796	            187.36
	         19.276695	       -0.38695541	            187.38
	         19.299408	        -0.3893632	         187.39999
	          19.32234	       -0.39179552	            187.42
	         19.345484	       -0.39424592	            187.44
	         19.368832	       -0.39670715	         187.46001
	          19.39238	       -0.39917496	            187.48
	         19.416119	       -0.40164739	             187.5
	         19.440042	       -0.40413228	            187.52
	         19.464144	       -0.40664324	         187.53999
	         19.488417	       -0.40918207	            187.56
	         19.512854	       -0.41174859	            187.58
	         19.537441	       -0.41433924	         187.60001
	         19.562159	       -0.41694832	            187.62
	         19.586975	       -0.41956839	            187.64
	         19.611855	       -0.42219681	            187.66
	         19.636774	       -0.42484042	         187.67999
	         19.661705	        -0.4274939	             187.7
	         19.686626	       -0.43014789	            187.72
	         19.711519	       -0.43279856	         187.74001
	         19.736368	       -0.43544465	         187.75999
	         19.761156	       -0.43808195	            187.78
	          19.78587	       -0.44070864	             187.8
	         19.810499	       -0.44332194	         187.82001
	         19.835032	       -0.44591874	            187.84
	         19.859455	        -0.4484981	            187.86
	         19.883759	       -0.45106193	            187.88
	         19.907932	       -0.45361206	         187.89999
	         19.931963	       -0.45614392	            187.92
	         19.955843	       -0.45863688	            187.94
	         19.979563	       -0.46108991	         187.96001
	         20.003115	       -0.46350425	            187.98
	         20.026493	       -0.46589205	               188
	         20.049688	       -0.46826899	            188.02
	         20.072693	       -0.47064316	         188.03999
	         20.095503	       -0.47301909	            188.06
	         20.118109	       -0.47539955	            188.08
	         20.140507	       -0.47778618	         188.10001
	         20.162693	       -0.48017931	            188.12
	         20.184664	       -0.48257941	            188.14
	         20.206413	       -0.48498687	            188.16
	          20.22794	       -0.48740515	         188.17999
	         20.249237	       -0.48984203	             188.2
	         20.270306	       -0.49229857	            188.22
	         20.291143	       -0.49477348	         188.24001
	         20.311749	        -0.4972648	         188.25999
	         20.332119	       -0.49976936	            188.28
	         20.352253	       -0.50228459	             188.3
	          20.37215	       -0.50480711	         188.32001
	         20.391809	        -0.5073328	            188.34
	         20.411232	       -0.50984633	            188.36
	         20.430418	       -0.51233554	            188.38
	         20.449364	       -0.51479405	         188.39999
	         20.468073	       -0.51721215	            188.42
	         20.486546	       -0.51960069	            188.44
	         20.504778	       -0.52197814	         188.46001
	         20.522774	       -0.52435178	            188.48
	         20.540531	       -0.52672344	             188.5
	          20.55805	       -0.52909285	            188.52
	         20.575329	       -0.53145802	         188.53999
	         20.592369	        -0.5338161	            188.56
	         20.609171	       -0.53616554	            188.58
	         20.625734	       -0.53850651	         188.60001
	         20.642059	       -0.54084378	            188.62
	         20.658148	        -0.5431779	            188.64
	         20.673998	       -0.54551178	            188.66
	          20.68961	       -0.54784995	         188.67999
	         20.704987	       -0.55018806	             188.7
	         20.720125	       -0.55251104	            188.72
	         20.735031	       -0.55480129	         188.74001
	         20.749706	       -0.55705023	         188.75999
	         20.764149	       -0.55923808	            188.78
	         20.778362	         -0.561364	             188.8
	         20.792347	       -0.56344146	         188.82001
	         20.806103	       -0.56548822	            188.84
	         20.819633	       -0.56751066	            188.86
	         20.832943	       -0.56951374	            188.88
	         20.846031	       -0.57150048	         188.89999
	           20.8589	       -0.57347107	            188.92
	         20.871553	       -0.57542455	            188.94
	         20.883991	       -0.57735896	         188.96001
	         20.896215	       -0.57927275	            188.98
	          20.90823	       -0.58116484	               189
	         20.920038	       -0.58303267	            189.02
	         20.931641	       -0.58487403	         189.03999
	         20.942904	       -0.58668178	            189.06
	         20.953247	       -0.58841074	            189.08
	         20.961634	       -0.58990687	         189.10001
	         20.966513	         -0.590864	            189.12
	         20.965248	       -0.59094429	            189.14
	         20.960781	       -0.58944714	            189.16
	         20.956306	       -0.58639956	         189.17999
	         20.951883	       -0.58232355	             189.2
	          20.94742	       -0.57755172	            189.22
	         20.942869	       -0.57239419	         189.24001
	         20.938206	       -0.56713223	         189.25999
	         20.933392	       -0.56200224	            189.28
	         20.928291	       -0.55721033	             189.3
	            20.923	       -0.55287427	         189.32001
	         20.917593	       -0.54908395	            189.34
	         20.912111	       -0.54592127	            189.36
	         20.906582	       -0.54345882	            189.38
	          20.90094	       -0.54174298	         189.39999
	         20.892052	        -0.5410319	            189.42
	         20.881914	       -0.54066521	            189.44
	          20.87237	       -0.54043007	         189.46001
	         20.863018	       -0.54043573	            189.48
	         20.853567	       -0.54070103	             189.5
	         20.844055	       -0.54120296	            189.52
	          20.83456	       -0.54192162	         189.53999
	         20.825319	       -0.54281366	            189.56
	         20.816628	       -0.54385239	            189.58
	         20.808649	       -0.54504335	         189.60001
	         20.801443	       -0.54641801	            189.62
	         20.794996	       -0.54801726	            189.64
	         20.789267	       -0.54986864	            189.66
	         20.784199	       -0.55197901	         189.67999
	         20.779743	        -0.5543372	             189.7
	         20.775858	         -0.556907	            189.72
	         20.772509	       -0.55964047	         189.74001
	          20.76967	       -0.56248182	         189.75999
	         20.767319	       -0.56537592	            189.78
	         20.765432	       -0.56826806	             189.8
	          20.76399	       -0.57109922	         189.82001
	          20.76298	       -0.57381308	            189.84
	         20.762379	       -0.57636261	            189.86
	         20.762175	       -0.57870603	            189.88
	         20.762354	       -0.58081216	         189.89999
	         20.762901	       -0.58266294	            189.92
	         20.763802	       -0.58424944	            189.94
	         20.765047	       -0.58557105	         189.96001
	         20.766624	       -0.58663589	            189.98
	         20.768522	       -0.58745855	               190
	         20.770731	       -0.58805364	            190.02
	         20.773239	       -0.58844137	         190.03999
	         20.775949	       -0.58865678	            190.06
	         20.778435	       -0.58874124	            190.08
	         20.779955	       -0.58866608	         190.10001
	         20.779583	       -0.58830482	            190.12
	         20.775412	       -0.58752996	            190.14
	         20.768513	       -0.58572859	            190.16
	         20.762058	       -0.58244544	         190.17999
	          20.75631	       -0.57820737	             190.2
	          20.75086	        -0.5734508	            190.22
	         20.745516	       -0.56846935	         190.24001
	         20.740194	        -0.5634926	         190.25999
	         20.734863	       -0.55869842	            190.28
	         20.729605	       -0.55420226	             190.3
	          20.72444	       -0.55011201	         190.32001
	         20.719318	       -0.54650557	            190.34
	         20.714212	       -0.54342705	            190.36
	         20.709112	       -0.54088712	            190.38
	         20.704016	       -0.53886646	         190.39999
	         20.696753	       -0.53732759	            190.42
	         20.675375	       -0.53672296	            190.44
	         20.641336	        -0.5357796	         190.46001
	         20.612785	       -0.53033978	            190.48
	         20.593037	       -0.52125293	             190.5
	         20.579424	       -0.51132822	            190.52
	          20.56959	       -0.50252712	         190.53999
	         20.562109	       -0.49585083	            190.56
	         20.556383	       -0.49168503	            190.58
	         20.552143	       -0.48994452	         190.60001
	         20.549232	       -0.49029988	            190.62
	         20.547556	        -0.4924849	            190.64
	         20.547045	       -0.49620643	            190.66
	         20.547646	        -0.5011571	         190.67999
	         20.549307	       -0.50703651	             190.7
	         20.551985	       -0.51356375	            190.72
	         20.555634	       -0.52049583	         190.74001
	         20.560211	       -0.52761894	         190.75999
	         20.565678	       -0.53474104	            190.78
	         20.571993	        -0.5416947	             190.8
	         20.579121	       -0.54832995	         190.82001
	         20.587025	       -0.55449998	            190.84
	         20.595673	        -0.5600422	            190.86
	          20.60503	         -0.564825	            190.88
	         20.615063	       -0.56875974	         190.89999
	         20.625742	       -0.57179856	            190.92
	         20.637033	       -0.57392174	            190.94
	         20.648903	       -0.57513362	         190.96001
	         20.661316	       -0.57545143	            190.98
	         20.674238	       -0.57491291	               191
	         20.687641	       -0.57361352	            191.02
	          20.70149	       -0.57166547	         191.03999
	         20.715757	       -0.56920552	            191.06
	         20.730419	         -0.566369	            191.08
	         20.745455	       -0.56328243	         191.10001
	         20.760843	       -0.56008768	            191.12
	         20.776569	       -0.55691612	            191.14
	          20.79262	       -0.55387503	            191.16
	         20.808985	       -0.55104643	         191.17999
	         20.825653	       -0.54848921	             191.2
	         20.842621	       -0.54623485	            191.22
	         20.859879	       -0.54428381	         191.24001
	         20.877426	       -0.54262084	         191.25999
	         20.895256	       -0.54121143	            191.28
	         20.913368	       -0.54002166	             191.3
	         20.931761	       -0.53902733	         191.32001
	         20.950432	       -0.53820407	            191.34
	         20.969379	       -0.53752595	            191.36
	         20.988604	       -0.53696495	            191.38
	         21.008102	        -0.5364939	         191.39999
	         21.027876	       -0.53608471	            191.42
	         21.047918	       -0.53570545	            191.44
	         21.068232	       -0.53532231	         191.46001
	          21.08881	       -0.53490376	            191.48
	         21.109652	       -0.53442025	             191.5
	         21.130749	       -0.53384584	            191.52
	         21.152102	       -0.53316456	         191.53999
	           21.1737	       -0.53236634	            191.56
	         21.195539	       -0.53144258	            191.58
	         21.217613	       -0.53038955	         191.60001
	         21.239918	       -0.52920687	            191.62
	         21.262442	       -0.52789736	            191.64
	         21.285181	       -0.52646273	            191.66
	         21.308125	       -0.52490234	         191.67999
	         21.331266	       -0.52323264	             191.7
	         21.354603	       -0.52147317	            191.72
	         21.378122	       -0.51963973	         191.74001
	         21.401823	       -0.51774538	         191.75999
	         21.425697	       -0.51580191	            191.78
	         21.449738	       -0.51382089	             191.8
	         21.473936	       -0.51181006	         191.82001
	         21.498289	       -0.50976759	            191.84
	         21.522793	       -0.50769401	            191.86
	         21.547438	       -0.50559503	            191.88
	         21.572226	       -0.50347602	         191.89999
	         21.597149	         -0.501342	            191.92
	         21.622206	       -0.49919647	            191.94
	         21.647392	       -0.49703684	         191.96001
	         21.672709	        -0.4948574	            191.98
	         21.698149	       -0.49265724	               192
	         21.723711	       -0.49043834	            192.02
	         21.749393	       -0.48820886	         192.03999
	          21.77519	       -0.48597205	            192.06
	         21.801104	       -0.48372674	            192.08
	         21.827127	        -0.4814707	         192.10001
	         21.853262	       -0.47920039	            192.12
	         21.879501	       -0.47691149	            192.14
	         21.905846	       -0.47460169	            192.16
	         21.932293	       -0.47226995	         192.17999
	         21.958839	       -0.46991521	             192.2
	         21.985483	        -0.4675366	            192.22
	          22.01222	       -0.46513388	         192.24001
	         22.039051	       -0.46270648	         192.25999
	         22.065969	       -0.46025425	            192.28
	         22.092976	       -0.45777923	             192.3
	         22.120066	       -0.45528439	         192.32001
	         22.147238	       -0.45277199	            192.34
	         22.174488	       -0.45024419	            192.36
	         22.201817	       -0.44770443	            192.38
	         22.229219	       -0.44515595	         192.39999
	         22.256699	       -0.44260076	            192.42
	         22.284248	       -0.44004068	            192.44
	         22.311867	       -0.43747699	         192.46001
	         22.339558	       -0.43491092	            192.48
	         22.367313	       -0.43234459	             192.5
	         22.395136	       -0.42977956	            192.52
	         22.423025	       -0.42721683	         192.53999
	         22.450975	       -0.42465705	            192.56
	         22.478989	       -0.42209914	            192.58
	         22.507061	        -0.4195424	         192.60001
	         22.535192	       -0.41698641	            192.62
	         22.563381	       -0.41442984	            192.64
	         22.591629	       -0.41186431	            192.66
	         22.619932	       -0.40928498	         192.67999
	         22.648289	       -0.40669346	             192.7
	         22.676702	       -0.40409032	            192.72
	         22.705168	       -0.40146726	         192.74001
	         22.733685	       -0.39882532	         192.75999
	         22.762253	       -0.39617535	            192.78
	         22.790869	       -0.39352265	             192.8
	         22.819532	       -0.39086998	         192.82001
	          22.84824	       -0.38822114	            192.84
	         22.876993	       -0.38557732	            192.86
	          22.90579	       -0.38293821	            192.88
	         22.934629	       -0.38030338	         192.89999
	         22.963509	       -0.37767249	            192.92
	          22.99243	       -0.37504542	            192.94
	         23.021389	       -0.37242246	         192.96001
	         23.050388	       -0.36980394	            192.98
	         23.079422	       -0.36719033	               193
	         23.108492	         -0.364582	            193.02
	         23.137596	       -0.36198011	         193.03999
	         23.166735	       -0.35938436	            193.06
	         23.195906	       -0.35679516	            193.08
	         23.225107	       -0.35421401	         193.10001
	         23.254343	       -0.35164157	            193.12
	         23.283606	       -0.34907752	            193.14
	         23.312895	       -0.34652141	            193.16
	         23.342207	       -0.34397307	         193.17999
	         23.371542	       -0.34143221	             193.2
	           23.4009	       -0.33889809	            193.22
	         23.430277	       -0.33637089	         193.24001
	         23.459675	       -0.33385178	         193.25999
	          23.48909	       -0.33134088	            193.28
	         23.518524	       -0.32883853	             193.3
	         23.547976	       -0.32634512	         193.32001
	         23.577448	       -0.32386085	            193.34
	         23.606937	       -0.32138541	            193.36
	         23.636442	       -0.31891507	            193.38
	         23.665966	       -0.31645769	         193.39999
	         23.695505	       -0.31402186	            193.42
	          23.72506	       -0.31160161	            193.44
	         23.754629	       -0.30918947	         193.46001
	         23.784212	       -0.30678496	            193.48
	         23.813808	       -0.30438825	             193.5
	          23.84342	       -0.30200133	            193.52
	         23.873045	       -0.29962578	         193.53999
	         23.902683	       -0.29726216	            193.56
	         23.932333	       -0.29491103	            193.58
	         23.961994	       -0.29257342	         193.60001
	         23.991663	       -0.29024935	            193.62
	         24.021339	       -0.28793758	            193.64
	         24.051018	       -0.28563678	            193.66
	         24.080702	       -0.28334311	         193.67999
	          24.11039	       -0.28105667	             193.7
	         24.140081	       -0.27877954	            193.72
	         24.169775	       -0.27651209	         193.74001
	         24.199471	       -0.27425477	         193.75999
	         24.229172	       -0.27200824	            193.78
	         24.258875	       -0.26977295	             193.8
	          24.28858	       -0.26754937	         193.82001
	         24.318289	       -0.26533717	            193.84
	            24.348	       -0.26313657	            193.86
	         24.377712	       -0.26094809	            193.88
	         24.407427	       -0.25877193	         193.89999
	         24.437145	       -0.25660852	            193.92
	         24.466864	       -0.25445801	            193.94
	         24.496584	       -0.25232059	         193.96001
	         24.526306	       -0.25019538	            193.98
	         24.556028	       -0.24808387	               194
	         24.585754	       -0.24599287	            194.02
	          24.61548	       -0.24392387	         194.03999
	         24.645208	       -0.24187803	            194.06
	         24.674934	       -0.23985839	            194.08
	         24.704662	       -0.23786555	         194.10001
	         24.734392	       -0.23589797	            194.12
	         24.764122	       -0.23395148	            194.14
	         24.793854	       -0.23201664	            194.16
	         24.823586	       -0.23008791	         194.17999
	         24.853319	       -0.22816388	             194.2
	         24.883055	       -0.22623512	            194.22
	         24.912788	       -0.22429816	         194.24001
	         24.942526	         -0.222357	         194.25999
	         24.972263	       -0.22041658	            194.28
	         25.002001	        -0.2184805	             194.3
	          25.03174	       -0.21655174	         194.32001
	         25.061478	       -0.21463256	            194.34
	         25.091217	       -0.21272397	            194.36
	         25.120956	        -0.2108264	            194.38
	         25.150696	        -0.2089399	         194.39999
	         25.180435	       -0.20706423	            194.42
	         25.210175	       -0.20519905	            194.44
	         25.239916	       -0.20334412	         194.46001
	         25.269657	       -0.20149904	            194.48
	         25.299397	       -0.19966364	             194.5
	         25.329136	        -0.1978392	            194.52
	         25.358873	       -0.19602819	         194.53999
	         25.388611	       -0.19423203	            194.56
	         25.418344	       -0.19245084	            194.58
	         25.448078	       -0.19068189	         194.60001
	          25.47781	       -0.18892176	            194.62
	         25.507544	       -0.18716772	            194.64
	         25.537275	       -0.18541801	            194.66
	         25.567007	       -0.18367185	         194.67999
	         25.596739	       -0.18193018	             194.7
	         25.626471	       -0.18019983	            194.72
	         25.656202	       -0.17848286	         194.74001
	         25.685934	       -0.17677793	         194.75999
	         25.715666	       -0.17508321	            194.78
	         25.745398	       -0.17339689	             194.8
	         25.775129	       -0.17171752	         194.82001
	         25.804855	        -0.1700442	            194.84
	         25.834581	       -0.16837627	            194.86
	         25.864304	       -0.16671348	            194.88
	         25.894028	       -0.16505621	         194.89999
	          25.92375	       -0.16340709	            194.92
	          25.95347	        -0.1617672	            194.94
	         25.983191	       -0.16013561	         194.96001
	         26.012909	         -0.158511	            194.98
	         26.042622	       -0.15689212	               195
	         26.072332	       -0.15527804	            195.02
	         26.102037	       -0.15366805	         195.03999
	         26.131741	       -0.15205799	            195.06
	         26.161436	       -0.15044267	            195.08
	          26.19113	       -0.14882317	         195.10001
	         26.220812	       -0.14719509	            195.12
	         26.250256	       -0.14554885	            195.14
	           26.2785	       -0.14382572	            195.16
	         26.303793	       -0.14180425	         195.17999
	         26.324026	        -0.1392132	             195.2
	         26.336153	       -0.13580701	            195.22
	         26.338917	       -0.13153313	         195.24001
	         26.339394	       -0.12655719	         195.25999
	         26.338675	       -0.12140568	            195.28
	         26.337135	         -0.116299	             195.3
	         26.334988	        -0.1113629	         195.32001
	         26.332361	       -0.10669519	            195.34
	         26.329319	       -0.10235889	            195.36
	         26.325775	      -0.098393954	            195.38
	         26.321899	      -0.094814606	         195.39999
	         26.317822	      -0.091640934	            195.42
	         26.313618	      -0.088882066	            195.44
	          26.30933	      -0.086537205	         195.46001
	         26.304964	      -0.084582351	            195.48
	         26.296307	      -0.083032802	             195.5
	         26.284826	      -0.081598386	            195.52
	         26.274801	      -0.080186322	         195.53999
	         26.265415	      -0.078927085	            195.56
	         26.256012	      -0.077825531	            195.58
	         26.246603	      -0.076830499	         195.60001
	         26.237301	         -0.075911	            195.62
	         26.228638	      -0.075058177	            195.64
	         26.221333	       -0.07428351	            195.66
	         26.215733	       -0.07361526	         195.67999
	         26.211864	      -0.073066391	             195.7
	         26.209566	      -0.072623365	            195.72
	         26.208687	      -0.072277039	         195.74001
	         26.209105	      -0.072009362	         195.75999
	         26.210712	      -0.071796775	            195.78
	         26.213419	       -0.07161247	             195.8
	          26.21715	      -0.071429081	         195.82001
	         26.221846	      -0.071220785	            195.84
	         26.227451	      -0.070964754	            195.86
	         26.233923	      -0.070642091	            195.88
	         26.241217	      -0.070238397	         195.89999
	          26.24929	      -0.069743656	            195.92
	         26.258108	      -0.069152385	            195.94
	         26.267633	      -0.068463981	         195.96001
	          26.27783	      -0.067681745	            195.98
	         26.288664	      -0.066809274	               196
	         26.300106	      -0.065842934	            196.02
	         26.312124	      -0.064788505	         196.03999
	         26.324694	      -0.063659333	            196.06
	         26.337786	       -0.06247066	            196.08
	         26.351374	      -0.061237574	         196.10001
	          26.36544	      -0.059976842	            196.12
	         26.379959	      -0.058702949	            196.14
	         26.394917	      -0.057428602	            196.16
	         26.410294	      -0.056163207	         196.17999
	         26.426075	      -0.054913312	             196.2
	         26.442247	      -0.053682011	            196.22
	         26.458797	      -0.052470665	         196.24001
	         26.475716	      -0.051280141	         196.25999
	          26.49299	       -0.05011085	            196.28
	         26.510611	      -0.048961066	             196.3
	         26.528568	      -0.047827557	         196.32001
	         26.546856	      -0.046705864	            196.34
	         26.565462	      -0.045591626	            196.36
	         26.584381	      -0.044483092	            196.38
	         26.603603	       -0.04337943	         196.39999
	         26.623123	      -0.042279121	            196.42
	         26.642931	      -0.041180465	            196.44
	         26.663019	      -0.040081594	         196.46001
	         26.683384	      -0.038980458	            196.48
	         26.704016	      -0.037875641	             196.5
	         26.724905	      -0.036766574	            196.52
	          26.74605	      -0.035651594	         196.53999
	         26.767441	      -0.034528285	            196.56
	          26.78907	      -0.033394657	            196.58
	         26.810932	      -0.032249358	         196.60001
	         26.833021	      -0.031091718	            196.62
	          26.85533	      -0.029921666	            196.64
	          26.87785	      -0.028739585	            196.66
	         26.900576	       -0.02754616	         196.67999
	         26.923502	      -0.026342804	             196.7
	         26.946619	      -0.025129773	            196.72
	         26.969923	      -0.023907384	         196.74001
	         26.993408	      -0.022677753	         196.75999
	         27.017069	      -0.021443294	            196.78
	         27.040901	      -0.020205187	             196.8
	         27.064898	      -0.018964078	         196.82001
	         27.089056	      -0.017720349	            196.84
	         27.113371	      -0.016474174	            196.86
	         27.137836	      -0.015223461	            196.88
	         27.162453	       -0.01396182	         196.89999
	         27.187212	      -0.012689719	            196.92
	         27.212112	      -0.011412445	            196.94
	          27.23715	      -0.010135453	         196.96001
	          27.26232	      -0.008859219	            196.98
	         27.287621	     -0.0075828419	               197
	         27.313049	     -0.0063053071	            197.02
	           27.3386	     -0.0050258073	         197.03999
	         27.364273	     -0.0037438136	            197.06
	          27.39006	     -0.0024590397	            197.08
	         27.415937	     -0.0011712548	         197.10001
	         27.441856	     0.00012015916	            197.12
	         27.467762	      0.0014151997	            197.14
	         27.493597	       0.002713667	            197.16
	         27.519312	      0.0040147551	         197.17999
	         27.544861	      0.0053175311	             197.2
	         27.570204	      0.0066208667	            197.22
	         27.595301	      0.0079234801	         197.24001
	         27.620119	      0.0092239883	         197.25999
	         27.644621	       0.010520947	            197.28
	          27.66877	       0.011812786	             197.3
	         27.692535	       0.013097649	         197.32001
	         27.715879	       0.014373431	            197.34
	         27.738762	       0.015640266	            197.36
	         27.761145	       0.016896784	            197.38
	         27.782999	       0.018143449	         197.39999
	         27.804291	       0.019379763	            197.42
	         27.824986	       0.020604469	            197.44
	         27.845051	       0.021816028	         197.46001
	         27.864449	       0.023014804	            197.48
	         27.883141	       0.024195606	             197.5
	         27.901102	       0.025358094	            197.52
	         27.918303	       0.026501365	         197.53999
	         27.934713	       0.027624182	            197.56
	           27.9503	       0.028727867	            197.58
	         27.965031	       0.029806254	         197.60001
	          27.97888	       0.030859366	            197.62
	         27.991825	       0.031887967	            197.64
	         28.003841	       0.032898966	            197.66
	         28.014893	       0.033897836	         197.67999
	         28.024956	       0.034879971	             197.7
	          28.03401	       0.035845783	            197.72
	         28.042032	       0.036793418	         197.74001
	         28.049002	       0.037721239	         197.75999
	         28.054884	       0.038632568	            197.78
	         28.059656	       0.039527528	             197.8
	         28.063295	       0.040403042	         197.82001
	         28.065779	       0.041248549	            197.84
	         28.067078	       0.042060897	            197.86
	         28.067162	       0.042841099	            197.88
	         28.066002	       0.043592315	         197.89999
	         28.063562	        0.04431735	            197.92
	         28.059784	       0.045018356	            197.94
	         28.054596	       0.045694247	         197.96001
	         28.047937	       0.046345051	            197.98
	          28.03966	       0.046968956	               198
	         28.029669	       0.047561601	            198.02
	         28.017088	       0.048128165	         198.03999
	         28.001015	       0.048643067	            198.06
	         27.980955	       0.049073007	            198.08
	         27.956505	       0.049391367	         198.10001
	          27.92791	       0.049591757	            198.12
	         27.896183	       0.049644493	            198.14
	         27.862242	       0.049538564	            198.16
	         27.826866	       0.049294423	         198.17999
	         27.790464	        0.04894967	             198.2
	         27.753147	       0.048542999	            198.22
	         27.714874	        0.04812159	         198.24001
	         27.675528	       0.047717422	         198.25999
	         27.634991	       0.047346149	            198.28
	         27.593359	       0.047017194	             198.3
	         27.550726	       0.046732035	         198.32001
	         27.507193	       0.046496134	            198.34
	         27.462837	       0.046330854	            198.36
