#Name	Car.Gen.vx_1	DM.Steer.Ang	Time
#Unit	m/s	rad	s
#nStates	0	0	0
	         16.588282	        -0.6101504	             37.34
	         16.615932	        -0.6056869	         37.360001
	         16.643652	       -0.60124111	         37.380001
	         16.671432	       -0.59681153	         37.400002
	         16.699274	       -0.59239841	         37.419998
	         16.727173	       -0.58800578	         37.439999
	         16.755129	       -0.58363461	         37.459999
	         16.783138	       -0.57928258	             37.48
	         16.811201	        -0.5749495	              37.5
	         16.839315	       -0.57064229	             37.52
	         16.867479	       -0.56636244	         37.540001
	         16.895693	       -0.56210732	         37.560001
	         16.923952	       -0.55787379	         37.580002
	         16.952259	       -0.55365908	         37.599998
	         16.980608	       -0.54946148	         37.619999
	         17.009001	       -0.54527545	         37.639999
	         17.037436	       -0.54109913	             37.66
	         17.065907	        -0.5369336	             37.68
	         17.094412	       -0.53278017	         37.700001
	         17.122952	       -0.52862656	         37.720001
	          17.15152	       -0.52446377	         37.740002
	         17.180119	       -0.52029902	         37.759998
	         17.208744	       -0.51614237	         37.779999
	         17.237398	       -0.51199991	         37.799999
	         17.266077	       -0.50787145	             37.82
	         17.294783	        -0.5037536	             37.84
	         17.323511	       -0.49964687	         37.860001
	         17.352264	       -0.49555305	         37.880001
	         17.381039	       -0.49147278	         37.900002
	         17.409836	       -0.48740783	         37.919998
	         17.438652	       -0.48335987	         37.939999
	         17.467491	        -0.4793292	         37.959999
	         17.496347	       -0.47531554	             37.98
	         17.525225	       -0.47132087	                38
	         17.554119	        -0.4673433	             38.02
	         17.583033	       -0.46338007	         38.040001
	         17.611965	       -0.45942986	         38.060001
	         17.640915	       -0.45549449	         38.080002
	         17.669882	        -0.4515757	         38.099998
	         17.698866	        -0.4476729	         38.119999
	         17.727867	       -0.44378537	         38.139999
	         17.756884	       -0.43991792	             38.16
	         17.785913	       -0.43607447	             38.18
	          17.81496	       -0.43225202	         38.200001
	         17.844021	        -0.4284485	         38.220001
	         17.873095	       -0.42466378	         38.240002
	         17.902184	       -0.42090014	         38.259998
	         17.931286	       -0.41716024	         38.279999
	         17.960402	       -0.41344243	         38.299999
	         17.989531	       -0.40974355	             38.32
	         18.018673	       -0.40606076	             38.34
	         18.047827	       -0.40239128	         38.360001
	         18.076996	       -0.39873579	         38.380001
	         18.106176	       -0.39509434	         38.400002
	         18.135368	       -0.39146706	         38.419998
	         18.164572	       -0.38785422	         38.439999
	         18.193785	       -0.38425249	         38.459999
	         18.223009	       -0.38065639	             38.48
	         18.252241	       -0.37706688	              38.5
	         18.281483	       -0.37348592	             38.52
	         18.310736	       -0.36990598	         38.540001
	         18.339996	       -0.36632285	         38.560001
	         18.369268	       -0.36274049	         38.580002
	          18.39855	       -0.35916403	         38.599998
	         18.427841	       -0.35559693	         38.619999
	          18.45714	       -0.35204127	         38.639999
	         18.486446	       -0.34849802	             38.66
	         18.515759	       -0.34496662	             38.68
	         18.545073	       -0.34144542	         38.700001
	         18.574387	       -0.33793414	         38.720001
	         18.603703	       -0.33443499	         38.740002
	         18.633015	       -0.33094886	         38.759998
	         18.662216	       -0.32746467	         38.779999
	         18.690651	       -0.32390666	         38.799999
	         18.716908	       -0.32007694	             38.82
	          18.73893	       -0.31562963	             38.84
	         18.752813	       -0.31011605	         38.860001
	         18.757566	       -0.30339795	         38.880001
	         18.759808	        -0.2958822	         38.900002
	         18.760958	       -0.28819084	         38.919998
	          18.76124	       -0.28063422	         38.939999
	          18.76079	       -0.27331132	         38.959999
	         18.759706	        -0.2662954	             38.98
	         18.758064	       -0.25966814	                39
	         18.755751	       -0.25349373	             39.02
	         18.752878	       -0.24779512	         39.040001
	         18.749685	       -0.24258664	         39.060001
	         18.746296	       -0.23787402	         39.080002
	         18.742788	       -0.23364836	         39.099998
	         18.739212	       -0.22988492	         39.119999
	         18.737236	       -0.22652087	         39.139999
	         18.734276	       -0.22363162	             39.16
	         18.728359	       -0.22111002	             39.18
	         18.721174	       -0.21873768	         39.200001
	          18.71324	       -0.21640944	         39.220001
	         18.704922	       -0.21409033	         39.240002
	         18.696466	       -0.21177158	         39.259998
	         18.688314	       -0.20944697	         39.279999
	          18.68133	       -0.20710878	         39.299999
	         18.676079	       -0.20477381	             39.32
